linha_original,acao,motivo,texto
967,mantida,,"Azitromicina 500 mg Tomar 1 comprimido por via oral a cada 24 horas, por 5 dias. Se falha terapêutica ou recorrência:"
968,mantida,,"Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg) (30 comprimidos) Tomar 1 comprimido por via oral a cada 8 horas, por 10 a 14 dias. Síndrome gripal influenza e outros vírus respiratórios) Síndrome Gripal sem fator de risco e sem sina"
969,mantida,,"Dipirona 500 mg VO 6/6h se febre ou dor (máx. 4g/dia) Hidratação oral fracionada ≥ 2L/dia Repouso relativo domiciliar Isolamento por 7 dias ou até 24h após remissão total dos sintomas Orientar sinais de alarme: febre persistente, dispneia, "
970,mantida,,Oseltamivir 75 mg VO 12/12h por 5 dias
971,mantida,,"Dipirona 500 mg VO 6/6h se febre/dor Repouso, hidratação oral, isolamento domiciliar Retorno na UBS em até 72h, ou antes, se piora Orientar sinais de alarme Sem necessidade de exames neste momento 📌 Referência: MS – Protocolo de Influenza ("
972,mantida,via_nao_identificada,75 mg cápsulas (genérico) ou Tamiflu®
973,fundida_na_linha_anterior,fragmento,"75 mg: Tomar 1 cápsula VO a cada 12 horas por 5 dias Iniciar o mais precoce possível, preferencialmente nas primeiras 48 horas após início dos sintomas. Paracetamol"
974,mantida,,"500–1.000 mg VO a cada 6–8 horas, se febre ou dor"
975,mantida,via_nao_identificada,"Máximo de 3–4 g/dia. Evitar AINEs durante a gestação, especialmente no 3º trimestre Soro fisiológico 0,9%"
976,mantida,,"(frasco 500 mL) + seringa 10 mL (sem agulha): Irrigar cada narina com 5 mL, 3 vezes ao dia (manhã, tarde e noite) Não utilizar vasoconstritores nasais sistêmicos ou tópicos na gestação Medidas de suporte Hidratação oral adequada (2–3 L/dia)"
977,mantida,conduta_sem_medicamento,"Encaminha-se paciente com quadro de SRAG, apresentando febre persistente, sintomas respiratórios intensos (tosse produtiva, dispneia progressiva), dessaturação em ar ambiente (SatO₂ < 93%) e comorbidades associadas, sem critérios clínicos d"
978,mantida,,Oseltamivir 75 mg VO 12/12h por 5 dias
979,mantida,,"Dipirona 1g IV, se febre Hidratação EV e oxigenoterapia se SatO₂ < 94% Encaminhar para UPA ou hospital de referência para internação clínica Notificar como SRAG Relato clínico e prescrição inicial enviados com o paciente 📌 Referência: MS – "
980,mantida,,500–750 mg (genérico) ou Tylenol®:
981,mantida,,"1 comprimido VO a cada 6–8 horas, se dor ou febre até 5–7 dias ou melhora dos sintomas. Ibuprofeno"
982,mantida,via_nao_identificada,400 mg (genérico) ou Advil® / Motrin®:
983,mantida,,"1 comprimido VO a cada 8 horas, se dor persistente ou febre que não cede com paracetamol, até 5 dias. Observações: evitar em gestantes no 3º trimestre, pacientes com história de úlcera péptica ou insuficiência renal. Soro fisiológico 0,9%"
984,mantida,via_nao_identificada,(frasco 500 mL) +
985,mantida,via_nao_identificada,seringa 10 mL
986,mantida,,"sem agulha: irrigar cada narina com 5–10 mL, 3–4 vezes ao dia, conforme necessidade até melhora da congestão. Pneumonia adquirida na comunidade (PAC leve – manejo ambulatorial)"
987,mantida,via_nao_identificada,"Amoxicilina 500 mg,"
988,mantida,,"1 comprimido por via oral a cada 8 horas, por 7 dias (total de 21 comprimidos)."
989,mantida,via_nao_identificada,"Dipirona 500 mg,"
990,mantida,,"2 comprimidos por via oral a cada 6 horas, se dor ou febre (total de 20 comprimidos). Com Comorbidades, Fatores de Risco para Doença Mais Grave ou Uso de Antibiótico nos Últimos 3 Meses:"
991,mantida,via_nao_identificada,"Amoxicilina + Clavulanato 500 mg + 125 mg,"
992,mantida,via_nao_identificada,"Azitromicina 500 mg,"
993,mantida,,"1 comprimido por via oral, uma vez ao dia, por 5 dias."
994,mantida,,"Dipirona 500 mg, até 2 comprimidos por via oral a cada 6 horas, se dor ou febre (total de 20 comprimidos). Coqueluche ( Bordetella pertussis CIAP-2: R71 – Tosse convulsiva / Coqueluche | CID-10: A37 – Coqueluche (pertussis)"
995,mantida,conduta_sem_medicamento,": Adultos ≥ 1 ano — 500 mg VO no 1º dia, seguido de 250 mg VO/dia nos dias 2 a 5 Eliminam B. pertussis rapidamente e reduzem transmissibilidade Claritromicina"
996,fundida_na_linha_anterior,fragmento,": 1 g VO/dia divididos em 2 doses por 7 dias Eritromicina : alternativa se as outras estiverem indisponíveis (14 dias de tratamento) TMP-SMX : alternativa para alergia a macrolídeos após 2 meses de idade Profilaxia pós-exposição (a partir de diagnóstico ou contato recente): Mesmos antibióticos nas mesmas dosagens para contatos de alto risco (gestantes no 3º trimestre, neonatos, pessoas imunossuprimidas) até 21 dias após exposição. Cuidados de suporte: Não há evidências de eficácia para antitussígenos, broncodilatadores ou corticosteroides sistêmicos para aliviar a tosse, e seu uso não é recomendado Tuberculose"
997,mantida,"dose_nao_identificada,via_nao_identificada",Fase Intensiva – 2 meses (60 doses) Fase de Manutenção – 4 meses (120 doses)
998,mantida,"dose_nao_identificada,via_nao_identificada",1. Fase Intensiva – 2 meses Comprimido 4 em 1 (RHZE)
999,mantida,via_nao_identificada,Rifampicina 150 mg + Isoniazida 75 mg + Pirazinamida 400 mg + Etambutol 275 mg Peso (kg) Nº de comprimidos/dia 20–35 kg
1000,mantida,dose_nao_identificada,"2 comp. VO, 1x/dia 36–50 kg"
1001,mantida,dose_nao_identificada,"3 comp. VO, 1x/dia 51–70 kg"
1002,mantida,dose_nao_identificada,"4 comp. VO, 1x/dia > 70 kg"
1003,mantida,dose_nao_identificada,"5 comp. VO, 1x/dia Horário: pela manhã, em jejum, com água. Exemplo comercial: Rifazina® 4 em 1 | RHZE FDC"
1004,mantida,"dose_nao_identificada,via_nao_identificada",2. Fase de Manutenção – 4 meses Comprimido 2 em 1 (RH)
1005,mantida,via_nao_identificada,Rifampicina 150 mg + Isoniazida 75 mg Peso (kg) Nº de comprimidos/dia 20–35 kg
1006,mantida,,"5 comp. VO, 1x/dia Horário: pela manhã, em jejum, com água. Exemplo comercial: Rifazina® 2 em 1 | RH FDC Orientações ao paciente: Tomar a medicação sempre no mesmo horário , em jejum; Evitar álcool e outros medicamentos hepatotóxicos sem or"
1007,mantida,via_nao_identificada,Loratadina 10 mg:
1008,mantida,,"1 comprimido por via oral, uma vez ao dia. Descongestionantes:"
1009,mantida,via_nao_identificada,Pseudoefedrina 120 mg:
1010,mantida,,"1 comprimido por via oral, a cada 12 horas, por no máximo 7 dias. Oximetazolina 0,05% spray nasal:"
1011,mantida,,Fluticasona 50 mcg spray nasal:
1012,mantida,,Budesonida 32 mcg spray nasal:
1013,mantida,via_nao_identificada,"Tratamento Medicamentoso da Asma (GINA 2025) Terapia de Crise (Aguda) ICS-formoterol (Budesonida-formoterol ou equivalente): usar conforme necessidade (1–2 doses extras além da manutenção), especialmente nas fases leves e moderadas."
1014,mantida,,"Salbutamol spray (SABA 100 mcg): 2–4 jatos VO a cada 4–6h, quando ICS-formoterol não está disponível ou para alívio rápido. Nebulização (alternativa):"
1015,mantida,,"Fenoterol 5 mg/mL (10 a 20 gotas) + SF 3 mL, a cada 20 minutos conforme gravidade. Corticoide oral sistêmico:"
1016,mantida,,"Prednisona ou Prednisolona 1 mg/kg/dia (máximo 60 mg/dia), por 5–7 dias em casos de crise moderada a grave. Oxigenoterapia: se SatO₂ < 93% (adultos) ou < 95% (crianças), com fluxo de 6 L/min por máscara. Terapia de Controle (Manutenção) ICS"
1017,mantida,,Salbutamol Spray (100 mcg/jato): Crianças: 1 jato/2-3 kg a cada 20 minutos (máx. 10 jatos); Adolescentes e Adultos: 4 a 10 jatos a cada 20 minutos. Nebulização:
1018,mantida,via_nao_identificada,Soro Fisiológico 3 ml + Fenoterol (5 mg/ml):
1019,mantida,via_nao_identificada,"Crianças: 0,07-0,15 mg/kg a cada 20 minutos (máx. 5 mg);"
1020,mantida,,"Adolescentes e Adultos: 2,5 – 5 mg a cada 20 minutos (dose usual: 10 a 20 gotas). Oxigênio:"
1021,mantida,via_nao_identificada,40 a 50 mg/dia. Alta β2 Agonista de Curta Ação:
1022,mantida,,Salbutamol Spray (100 mcg/jato):
1023,mantida,via_nao_identificada,Prednisona 1 mg/kg/dia (máx. 60 mg) por 5 a 7 dias. Situação clínica Medicação Nome genérico / Comercial Dose e posologia Horários Observações 1️⃣ Suspeita de asma (sem diagnóstico) Broncodilatador de resgate Salbutamol
1024,mantida,conduta_sem_medicamento,"/ Aerolin® Spray 100 mcg/dose 1–2 jatos sob demanda Ao surgimento dos sintomas, podendo repetir a cada 4–6h Usar espaçador; procurar atendimento se uso for diário ou >2×/semana Higiene nasal"
1025,mantida,via_nao_identificada,"Soro fisiológico 0,9% + seringa 10 mL"
1026,mantida,,"5 mL por narina 3×/dia (manhã, tarde, noite) Irrigação nasal para controle de sintomas associados Exames Espirometria + broncodilatador; FeNO; hemograma com eosinófilos; PFE seriado Visar confirmação diagnóstica 2️⃣ Asma diagnosticada e con"
1027,mantida,conduta_sem_medicamento,"/ Symbicort® Turbuhaler 160/4,5 mcg/dose"
1028,mantida,dose_nao_identificada,1 inalação manutenção + 1 inalação sob demanda Manutenção 08h; alívio quando necessário Lavar boca após uso; não exceder 6 doses/dia Higiene nasal
1029,mantida,,"5 mL por narina 2×/dia (manhã, noite)"
1030,mantida,,"Salbutamol spray 100 mcg/dose Usar 2 inalações por via oral a cada 6 horas se dispneia, com espaçador. Higiene nasal com soro fisiológico 3x/dia se secreção aumentada."
1031,mantida,,"Paracetamol 500–750 mg VO a cada 6–8h se cefaleia ou mal-estar leve. Não prescrito antibiótico ou corticoide oral neste momento , salvo piora clínica. Retorno programado em 72h ou antes se sinais de agravamento. Tosse aguda ou subaguda pós-"
1032,mantida,,01 frasco: 1 e 1/2 copo medidor (15 ml) a cada 12 horas Observação: Não utilizar por mais de 10 dias. Para Tosse Secretiva: Lavagem Abundante com Solução Salina (SF) ou NaCl 3%. Realizar lavagem nasal abundante conforme necessidade. Budeson
1033,mantida,,Fluimucil (N-Acetilcisteína) 200 mg – 01 embalagem - Dissolver 1 envelope em um copo de água e tomar a cada 8 horas por 3 dias. Outras Condições Respiratórias Epistaxe anterior leve (controlada no atendimento primário) CIAP-2: R04 – Hemorra
1034,mantida,,"Soro fisiológico 0,9% (spray ou ampola) Aplicar 3 a 5x/dia em ambas as narinas. Pomada nasal com vaselina sólida ou dexpantenol Aplicar pequena quantidade 2x/dia nas narinas para hidratação local."
1035,mantida,,"Paracetamol 500–750 mg VO Se cefaleia leve ou desconforto nasal. Evitar uso de ácido acetilsalicílico ou anti-inflamatórios, se não forem essenciais. Sistema Cardiovascular Arritmias benignas (ex.: extrassístoles ventriculares ou supraventr"
1036,mantida,,"Metoprolol 25 mg Posologia: Tomar 1 comprimido, por via oral, 2 vezes ao dia. Observações:"
1037,mantida,via_nao_identificada,"Avaliar resposta clínica e frequência cardíaca. Pode ser ajustado para 50 mg 2x/dia, se necessário e tolerado."
1038,mantida,,"Propranolol 20 mg Posologia: Tomar 1 comprimido, por via oral, 2 a 3 vezes ao dia. Observações: Opção com ação mais curta; observar efeitos adversos como bradicardia ou fadiga. Alternativa se contraindicação a betabloqueadores:"
1039,mantida,,"Verapamil 80 mg Posologia: Tomar 1 comprimido, por via oral, 2 vezes ao dia. Observações: Preferencial em extrassístoles supraventriculares com origem adrenérgica. Evitar em pacientes com disfunção ventricular. Correção de eletrólitos (se i"
1040,mantida,,"Cloreto de Potássio 600 mg (8 mEq) Posologia: Tomar 1 a 2 comprimidos por dia, por via oral, conforme orientação médica e controle laboratorial. Observações: Corrigir hipocalemia leve. Acompanhar função renal."
1041,mantida,,"Sulfato de Magnésio 500 mg (10 mEq) Posologia: Tomar 1 comprimido ao dia, por via oral, conforme necessidade. Observações: Usar com cautela em pacientes com insuficiência renal. Seguimento ECG de controle se sintomas persistirem; Repetir Ho"
1042,mantida,,"Enalapril 5–10 mg VO, 12/12h (ou outro IECA/ARA-II em uso)"
1043,mantida,,"Carvedilol 12,5–25 mg VO, 12/12h (ou betabloqueador equivalente em uso)"
1044,mantida,,Espironolactona 25 mg VO/dia (se K+ e função renal adequados)
1045,mantida,,Furosemida 20–40 mg VO/dia (se sinais de congestão ou conforme prescrição de base) Exacerbação leve de insuficiência cardíaca crônica (sem congestão grave) (será incluído em breve) Crise hipertensiva leve/moderada (sem lesão de órgão-alvo) 
1046,mantida,,"Captopril 25 mg (VO) Tomar 1 comprimido via oral imediatamente, em dose única. Reavaliar PA em 1 hora. Repetir dose se necessário até 50 mg/dia. Evitar uso sublingual; monitorar função renal e potássio. 2."
1047,mantida,,"Clonidina 0,1–0,2 mg (VO) Tomar 1 comprimido via oral, dose inicial."
1048,mantida,via_nao_identificada,"Repetir após 1–2h, se necessário. Dose máxima: 0,6–0,8 mg/dia. Pode causar sedação, boca seca; evitar suspensão abrupta. 3."
1049,mantida,,"Anlodipino 5–10 mg (VO) Tomar 1 comprimido via oral, dose única diária. Efeito mais lento, ideal para manutenção. Início em 6–12h. Bom perfil em idosos ou risco de hipotensão reflexa. Seguimento Observar na unidade por 1–2h após a medicação"
1050,mantida,via_nao_identificada,"Glicemia ≤ 70 mg/dL Sintomas autonômicos: tremor, sudorese, palpitação, fome. Conduta: correção imediata com"
1051,mantida,,15 g de carboidrato simples VO Nível 2 (Clinicamente significativa):
1052,mantida,,"Glicemia < 54 mg/dL Sintomas neuroglicopênicos possíveis (confusão, irritabilidade, visão turva). Conduta: correção rápida com carboidrato VO (se consciente) + monitoramento. Nível 3 (Grave):"
1053,mantida,,"Glicemia geralmente <54 mg/dL, mas com alteração de consciência, convulsão ou necessidade de ajuda de terceiros Conduta: Se possível → glicose EV 20% ou 50% em unidade de urgência. Alternativa: glucagon IM/SC"
1054,mantida,via_nao_identificada,"(1 mg adulto; 0,5 mg criança <25 kg). Encaminhar imediatamente à urgência. 🔹 Regra dos 15 (hipoglicemia leve/moderada) Administrar"
1055,mantida,via_nao_identificada,15 g de carboidrato simples
1056,mantida,via_nao_identificada,"(ex.: 150 ml de suco, 1 colher de sopa de açúcar/mel, 3 tabletes de glicose). Reavaliar glicemia em"
1057,mantida,,"Cefalexina 500 mg VO a cada 6 horas, por 7 dias."
1058,mantida,,"Amoxicilina 500 mg VO a cada 8 horas, por 7 dias."
1059,mantida,,"Nitrofurantoína 100 mg VO a cada 6 horas, por 7 dias."
1060,mantida,via_nao_identificada,Sulfametoxazol + Trimetoprima (400 mg + 80 mg)
1061,mantida,,"2 comprimidos VO a cada 12 horas, por 3 a 7 dias. Gestantes:"
1062,mantida,via_nao_identificada,Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg)
1063,mantida,,"1 comprimido VO a cada 8 horas, por 7 a 10 dias."
1064,mantida,,"Cefalexina 500 mg VO a cada 6 horas, por 10 dias."
1065,mantida,,"Cefuroxima 250 mg VO a cada 12 horas, por 7 a 10 dias (após urocultura com antibiograma) Incontinência urinária feminina (leve, avaliação inicial) CIAP-2: U04 – Incontinência urinária | CID-10: N39.3 – Incontinência de esforço (stress incon"
1066,mantida,,Ciprofloxacino 500 mg Tomar 1 comprimido VO a cada 12 horas Duração: 7 a 10 dias Opção 2:
1067,mantida,,"Amoxicilina + Clavulanato 875/125 mg Tomar 1 comprimido VO a cada 8 horas Duração: 10 dias Importante: iniciar após coleta de urocultura, se possível."
1068,mantida,,Dipirona 500 mg/ml (gotas ou comprimidos) Tomar 1 g VO a cada 6/6h se febre ou dor
1069,mantida,via_nao_identificada,Máximo: 4 g/dia
1070,mantida,via_nao_identificada,Paracetamol 750 mg (opcional)
1071,mantida,,1 comprimido VO a cada 6/6h se febre
1072,mantida,via_nao_identificada,Máximo: 3 g/dia Drágea de escopolamina + dipirona (Buscopan composto)
1073,mantida,dose_nao_identificada,1 drágea VO a cada 8h se dor abdominal Se necessário
1074,mantida,conduta_sem_medicamento,3. Hidratação oral 📌 Incentivar ingestão de líquidos: 2–3 L/dia (salvo contraindicação)
1075,mantida,dose_nao_identificada,"4. Acompanhamento / Orientações Retornar em 48–72 horas para reavaliação clínica Voltar imediatamente se: piora dos sintomas, febre persistente, vômitos ou sinais de alarme Resultado da urocultura : revisar em até 72 horas para possível aju"
1076,mantida,,"500–1.000 mg VO, de 4/4 horas, se dor Dipirona sódica gotas"
1077,mantida,,"(500 mg/mL): 20–40 gotas VO, de 4/4 horas, se dor Paracetamol"
1078,mantida,,"500–750 mg VO, de 6/6 horas, se dor Paracetamol gotas"
1079,mantida,,"(200 mg/mL): 35–55 gotas VO, de 6/6 horas, se dor Cetorolaco de trometamol"
1080,mantida,,"10 mg SL, de 6/6 horas"
1081,mantida,conduta_sem_medicamento,", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal) Diclofenaco sódico"
1082,mantida,,"75 mg IM, de 12/12 horas , se dor intensa Tenoxicam"
1083,mantida,,"20 mg IM ou EV, 1x/dia , se dor intensa"
1084,mantida,conduta_sem_medicamento,"50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos, de 6/6 horas , se necessário"
1085,mantida,,"50 mg VO de 6/6 horas , se dor moderada a intensa Tramadol"
1086,mantida,,"4–8 mg SL, de 8/8 horas, se náuseas/vômitos Metoclopramida"
1087,mantida,,"10 mg VO ou EV, de 8/8 horas, se necessário Bromoprida"
1088,mantida,,"10 mg VO ou EV, de 8/8 horas, se necessário"
1089,mantida,,"20 mg VO, 1x/dia , pela manhã Pantoprazol"
1090,mantida,,"20–40 mg VO, 1x/dia , em jejum"
1091,mantida,,"10–20 mg VO, de 8/8 horas , por até 4–6 semanas ENCAMINHAR IMEDIATAMENTE PARA URGÊNCIA SE QUALQUER UM PRESENTE: Febre ≥ 37,8 °C ou calafrios Dor refratária à analgesia oral Vômitos incoercíveis Anúria ou oligúria"
1092,mantida,,"0,4 mg VO, 1x/dia , por até 4–6 semanas Nifedipino"
1093,mantida,,Sertralina 50 mg VO/dia
1094,mantida,conduta_sem_medicamento,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância"
1095,mantida,,Escitalopram 10 mg VO/dia
1096,mantida,conduta_sem_medicamento,", iniciar com 5 mg por 7 dias SOS (curto prazo, se necessário):"
1097,mantida,,"Clonazepam 0,25 mg VO , 1 cp à noite por no máx. 7 dias (avaliar risco de dependência, evitar uso contínuo) Insônia associada:"
1098,mantida,,"Melatonina 3-5 mg VO , à noite"
1099,mantida,,"Amitriptilina 10-25 mg VO , à noite (se dor crônica associada) Transtorno de Pânico (será incluído em breve) TOC – Transtorno Obsessivo‑Compulsivo"
1100,mantida,,"Fluoxetina 20 mg VO/dia Tomar 1 cp pela manhã, por 7 dias."
1101,mantida,via_nao_identificada,"Aumentar para 40 mg após 1 semana, conforme tolerância."
1102,mantida,via_nao_identificada,Ajustar até 60 mg/dia se necessário. TCC estruturada com ERP – 1x/semana por psicólogo especializado. Se refratário após 12 semanas:
1103,mantida,,"Aripiprazol 2 mg VO/dia , iniciar e ajustar conforme resposta. Avaliação inicial de crise convulsiva isolada (após estabilização, sem sinais de estado epiléptico)"
1104,mantida,,Sumatriptano 50-100 mg VO
1105,mantida,conduta_sem_medicamento,", 1 cp no início da dor. Pode repetir após 2h (máx. 200 mg/dia)"
1106,mantida,,"Naproxeno 550 mg VO , 1 cp a cada 12h, por até 5 dias"
1107,mantida,,"Paracetamol 750-1000 mg VO , a cada 6h se dor leve Antiemético:"
1108,mantida,,"Metoclopramida 10 mg VO , a cada 8h, se náuseas Tensional – Crise:"
1109,mantida,,"Dipirona 1 g VO , a cada 6h se dor"
1110,mantida,,"Ibuprofeno 400 mg VO , a cada 6h se necessário Profilático (se indicado posteriormente):"
1111,mantida,via_nao_identificada,Propranolol 40-80 mg/dia
1112,mantida,via_nao_identificada,"Amitriptilina 10-25 mg à noite (uso conforme perfil do paciente) Cefaleia secundária leve (sinusite, tensão muscular, uso excessivo de analgésicos) (será incluído em breve) Depressão leve a moderada (avaliação, acompanhamento e encaminhamen"
1113,mantida,,"Paracetamol 750–1.000 mg — tomar 1 comprimido VO a cada 6 horas, se dor;"
1114,mantida,,"Ibuprofeno 400–800 mg — tomar 1 comprimido VO a cada 6/8 horas, por até 5 dias;"
1115,mantida,,"Ciclobenzaprina 10 mg — tomar 1 comprimido VO a cada 8 horas, por até 5 dias;"
1116,mantida,,"Diclofenaco 50 mg — tomar 1 comprimido VO a cada 8 horas, se necessário, máximo 5 dias. Fascite plantar (fase inicial) CIAP-2: L99 – Outras doenças do sistema músculo-esquelético | CID-10: M72.2 – Fascite plantar"
1117,mantida,,Dipirona 500–1.000 mg VO a cada 6/8h se dor
1118,mantida,,Ibuprofeno 400–600 mg VO a cada 8h por até 5 dias (se sem contraindicação). Compressa fria local 2–3x/dia por 15–20 min. Resumo prático: Fase inicial = foco em alongamento + gelo + calçado adequado Analgésico/AINE apenas se dor limitante. E
1119,mantida,,"Paracetamol 750–1.000 mg — tomar 1 comprimido VO a cada 6/8h, se dor;"
1120,mantida,,"Ibuprofeno 400–600 mg — tomar 1 comprimido VO a cada 8h, por até 5 dias;"
1121,mantida,,"Diclofenaco 50 mg — tomar 1 comprimido VO a cada 8h, se necessário, máximo 5 dias; Distensão muscular (esporte ou esforço) (será incluído em breve) Cãibras recorrentes (investigação inicial, hidratação, reposição) (será incluído em breve) S"
1122,mantida,,Soro de Reidratação Oral (SRO) — ( ) envelopes; dissolver 1 envelope em 1 litro de água filtrada ou fervida e utilizar em até 24 horas (⅓ da TRO: 60 mL/kg/dia);
1123,mantida,,"Dipirona 500 mg/mL — tomar 40 gotas VO de 6/6h, se febre e/ou dor;"
1124,mantida,,"Paracetamol 500 mg — tomar 1 comprimido VO de 6/6h, se dor e/ou febre;"
1125,mantida,,"Dexclorfeniramina 2 mg — tomar 1 comprimido VO de 12/12h, se coceira;"
1126,mantida,,"Ondansetrona 8 mg — tomar 1 comprimido VO de 8/8h, se náuseas ou vômitos. Prescrição – Criança Soro de Reidratação Oral (SRO) — ( ) envelopes; dissolver 1 envelope em 1 litro de água filtrada/fervida, usar em até 24 horas; volumes recomenda"
1127,mantida,via_nao_identificada,até 10 kg: 130 mL/kg/dia;
1128,mantida,,10 a 20 kg: 100 mL/kg/dia;
1129,mantida,via_nao_identificada,> 20 kg: 80 mL/kg/dia;
1130,mantida,,"Dipirona 500 mg/mL — tomar ____ gotas VO de 6/6h, se febre e/ou dor;"
1131,mantida,,"Paracetamol 200 mg/mL — tomar ____ gotas VO de 6/6h, se febre e/ou dor;"
1132,mantida,,"Dexclorfeniramina 0,4 mg/mL — tomar _____ mL VO de 12/12h, se coceira;"
1133,mantida,,"Bromoprida 4 mg/mL — tomar ____ gotas VO de 8/8h, se náuseas ou vômitos. GRUPO B"
1134,mantida,,"Soro de Reidratação Oral (SRO) — ( ) envelopes; dissolver 1 envelope em 1 L de água filtrada/fervida, usar em até 24 h; volume total ⅓ TRO (60 mL/kg/dia);"
1135,mantida,,"Dipirona 500 mg/mL — tomar 40 gotas VO a cada 6 h, se febre ou dor;"
1136,mantida,,"Paracetamol 500 mg — tomar 1 comprimido VO a cada 6 h, se febre ou dor;"
1137,mantida,,"Dexclorfeniramina 2 mg — tomar 1 comprimido VO a cada 12 h, se coceira;"
1138,mantida,,"Ondansetrona 8 mg — tomar 1 comprimido VO a cada 8 h, se náuseas ou vômitos. Prescrição – Criança"
1139,mantida,,"Soro de Reidratação Oral (SRO) — ( ) envelopes; dissolver 1 envelope em 1 L de água filtrada/fervida, usar em até 24 h; volume ⅓ TRO conforme peso: até 10 kg = 130 mL/kg/dia; 10–20 kg = 100 mL/kg/dia; > 20 kg = 80 mL/kg/dia;"
1140,mantida,,"Dipirona 500 mg/mL — tomar ____ gotas VO a cada 6 h, se febre ou dor;"
1141,mantida,,"Paracetamol 200 mg/mL — tomar ____ gotas VO a cada 6 h, se febre ou dor;"
1142,mantida,,"Dexclorfeniramina 0,4 mg/mL — tomar _____ mL VO a cada 12 h, se coceira;"
1143,mantida,,"Bromoprida 4 mg/mL — tomar ____ gotas VO a cada 8 h, se náuseas ou vômitos. 📌 Pontos de alerta para o profissional Prova do laço positiva em presença de comorbidades já classifica no Grupo B, mesmo sem sinais de alarme Hiponatremia, hipocal"
1144,mantida,,"Doxiciclina 100 mg VO, a cada 12 horas, por 5 a 7 dias. Alternativa:"
1145,mantida,,"Amoxicilina 500 mg VO, a cada 8 horas, por 5 a 7 dias. Malária (suspeita em área endêmica, coleta de exame) (será incluído em breve) Sarampo"
1146,mantida,via_nao_identificada,Vitamina A (150.000 UI/mL):
1147,mantida,,20 gotas VO 1x/dia por 2 dias
1148,mantida,,Paracetamol (200 mg/mL – gotas):
1149,mantida,,"1 gota/kg/dose VO a cada 6h, se febre ≥ 37,8 °C Solução Nasal (SF 0,9%): Aplicar 10 mL com seringa sem agulha, 3x/dia em cada narina Zika vírus (será incluído em breve) Sistema Digestório Colite / Gastroenterite aguda (será incluído em brev"
1150,mantida,,"Omeprazol 20 mg , por via oral, uma vez ao dia, antes do café da manhã; Hidróxido de alumínio e magnésio"
1151,mantida,,"10 ml, por via oral, a cada 4 a 6 horas, conforme necessário. Diarreia Estado Sinais clínicos Hidratado (Plano A) Estado geral alerta, sede ausente, olhos normais, lágrimas presentes, boca úmida, pulso cheio, prega abdominal desaparece imed"
1152,mantida,via_nao_identificada,Até 6 meses: 10 mg/dia
1153,mantida,,"6 meses a 5 anos: 20 mg/dia Sinais de alerta : piora da diarreia, sangue nas fezes, vômitos, diminuição da diurese, recusa alimentar Acompanhamento: retorno se não melhorar em 2 dias ou surgirem sinais de alerta. PLANO B – Reidratação oral "
1154,mantida,via_nao_identificada,SRO: 50–100 mL/kg em 4 a 6h
1155,fundida_na_linha_anterior,fragmento,(ex: 75 mL/kg como média) Pode administrar ondansetrona se vômitos persistentes:
1156,mantida,via_nao_identificada,6m a 2a: 2 mg
1157,mantida,via_nao_identificada,2a a 10a (até 30kg): 4 mg
1158,mantida,,10a (>30kg): 8 mg Reavaliar: Se hidratado: Plano A Se persistir desidratação: sonda ou Plano C Manter paciente em observação até reidratação completa. PLANO C – Reidratação endovenosa < 1 ano
1159,mantida,via_nao_identificada,30 mL/kg SF ou RL – 1h
1160,mantida,via_nao_identificada,70 mL/kg – 5h ≥ 1 ano
1161,mantida,via_nao_identificada,30 mL/kg – 30 min
1162,mantida,via_nao_identificada,"70 mL/kg – 2h30 Fase de manutenção SG5% + SF 0,9% na proporção 4:1 (manutenção) e 1:1 (reposição)"
1163,mantida,via_nao_identificada,Adicionar KCl a 10%: 2 mL para cada 100 mL de solução ✳️ Observar por no mínimo 6h antes da alta e iniciar SRO assim que possível.
1164,mantida,,"Omeprazol 20–40 mg VO, 1x/dia, pela manhã em jejum"
1165,mantida,,"Pantoprazol 40 mg VO, 1x/dia, pela manhã em jejum"
1166,mantida,,"Lansoprazol 30 mg VO, 1x/dia, pela manhã em jejum"
1167,mantida,,"Dexlansoprazol 30 mg VO, 1x/dia"
1168,mantida,,"Rabeprazol 20 mg VO, 1x/dia, pela manhã em jejum"
1169,mantida,,"Esomeprazol 40 mg VO, 1x/dia, pela manhã em jejum Antidepressivo (modulador visceral) (iniciar em baixa dose, conforme tolerância)"
1170,mantida,,Amitriptilina 10–25 mg VO à noite
1171,mantida,,Nortriptilina 10–25 mg VO à noite
1172,mantida,,Sertralina 25–50 mg VO pela manhã
1173,mantida,,Fluoxetina 20 mg VO pela manhã
1174,mantida,,Mirtazapina 15–30 mg VO à noite Agente procinético (se plenitude pós-prandial predominante)
1175,mantida,,"Metoclopramida 10 mg VO, até 8/8h, 10–30 min antes das refeições"
1176,mantida,,"Bromoprida 10 mg VO, até 8/8h, 10–30 min antes das refeições"
